#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1403638182095097088.0000000000,11.4528326279,-1.2648620595,0.8652677350,0.2598534520,0.3678246146,-0.7371428761,0.503787273208
1403638182145096960.0000000000,11.4753798146,-1.3188836566,0.8713047193,0.2552886808,0.3648980874,-0.7411217485,0.502409821931
1403638182195097088.0000000000,11.4980353728,-1.3732019362,0.8772291375,0.2520492583,0.3620739380,-0.7443578859,0.501303273983
1403638182245096960.0000000000,11.5209218671,-1.4275173769,0.8821844537,0.2512741564,0.3584886557,-0.7484394209,0.498182311316
1403638182295097088.0000000000,11.5439496372,-1.4822410763,0.8859732006,0.2511933191,0.3556158418,-0.7517628152,0.49526958234
1403638182345096960.0000000000,11.5655093236,-1.5383838440,0.8927419885,0.2519398637,0.3530230892,-0.7540469219,0.493268936013
1403638182395097088.0000000000,11.5885669410,-1.5949929828,0.8959444995,0.2520274080,0.3518677481,-0.7565497769,0.490207821709
1403638182445096960.0000000000,11.6117006810,-1.6534304638,0.9001377731,0.2484526839,0.3536810492,-0.7566751788,0.490534048943
1403638182495097088.0000000000,11.6350233661,-1.7129410978,0.9058402466,0.2444097032,0.3567350265,-0.7566613160,0.490375030691
1403638182545096960.0000000000,11.6590664815,-1.7737709283,0.9136664674,0.2391033433,0.3609422552,-0.7555036028,0.491695623113
1403638182595097088.0000000000,11.6840255742,-1.8355626966,0.9236378283,0.2344844482,0.3650474623,-0.7541379014,0.492984198019
1403638182645096960.0000000000,11.7102219657,-1.8978611698,0.9360973076,0.2324487611,0.3677042051,-0.7534794218,0.492980681076
1403638182695097088.0000000000,11.7371463882,-1.9604827852,0.9504652889,0.2316272815,0.3699178986,-0.7526398662,0.492993694285
1403638182745096960.0000000000,11.7652885183,-2.0234022942,0.9656567882,0.2329692032,0.3705632986,-0.7521721905,0.492590283945
1403638182795097088.0000000000,11.7944526639,-2.0868956107,0.9805488097,0.2340197598,0.3712433223,-0.7512599823,0.492972196682
1403638182845096960.0000000000,11.8249529640,-2.1506913098,0.9944691712,0.2355388512,0.3716488770,-0.7501957662,0.493563444936
1403638182895097088.0000000000,11.8565359596,-2.2148091563,1.0071041825,0.2379143022,0.3714038765,-0.7485890048,0.495045904137
1403638182945096960.0000000000,11.8889544615,-2.2793113419,1.0182641973,0.2406140384,0.3708288077,-0.7468402418,0.496810359256
1403638182995097088.0000000000,11.9216927440,-2.3442163697,1.0284469896,0.2434956699,0.3700617791,-0.7439094276,0.500362770386
1403638183045096960.0000000000,11.9547541822,-2.4093296526,1.0373532385,0.2462430586,0.3694173869,-0.7411952018,0.503512485657
1403638183095097088.0000000000,11.9879032815,-2.4746477111,1.0448411337,0.2471905977,0.3699862890,-0.7380907599,0.507177468434
1403638183145096960.0000000000,12.0213133561,-2.5399843941,1.0507581685,0.2463037440,0.3714058981,-0.7351621000,0.51081191373
1403638183195097088.0000000000,12.0549129505,-2.6049273453,1.0554377926,0.2463987364,0.3721764459,-0.7336277709,0.512408674373
1403638183245096960.0000000000,12.0884687353,-2.6693362701,1.0583359166,0.2434230145,0.3751507629,-0.7334325661,0.511941219392
1403638183295097088.0000000000,12.1219767095,-2.7329948245,1.0599238180,0.2412197153,0.3770516085,-0.7345046458,0.510047114251
1403638183345096960.0000000000,12.1557456071,-2.7957564894,1.0603664460,0.2395743750,0.3785716934,-0.7370419522,0.506020505956
1403638183395097088.0000000000,12.1901185434,-2.8581093541,1.0598694470,0.2377819458,0.3800737626,-0.7395089899,0.502125616805
1403638183445096960.0000000000,12.2253292713,-2.9204429050,1.0583081322,0.2348691062,0.3822394463,-0.7415646751,0.498809925065
1403638183495097088.0000000000,12.2616857529,-2.9827395239,1.0560685633,0.2321923180,0.3840228958,-0.7428515529,0.496774308198
1403638183545096960.0000000000,12.2992566808,-3.0448502134,1.0525803059,0.2295928912,0.3861235533,-0.7435548253,0.495299836103
1403638183595097088.0000000000,12.3383602744,-3.1068070354,1.0487121370,0.2293830239,0.3861390780,-0.7442720568,0.494306732938
1403638183645096960.0000000000,12.3792088291,-3.1686778424,1.0454527481,0.2310276466,0.3850593881,-0.7432015578,0.495990865497
1403638183695097088.0000000000,12.4218635114,-3.2310257080,1.0437319978,0.2312445060,0.3850884113,-0.7395803014,0.501252303488
1403638183745096960.0000000000,12.4676007308,-3.2932917149,1.0441089635,0.2351480943,0.3824166955,-0.7364455149,0.506073955473
1403638183795097088.0000000000,12.5128765755,-3.3548094588,1.0453303266,0.2355223574,0.3821117432,-0.7328339975,0.511345447758
1403638183845096960.0000000000,12.5587494467,-3.4152027787,1.0487338266,0.2372652054,0.3810416377,-0.7287119208,0.517195735863
1403638183895097088.0000000000,12.6051215124,-3.4744580886,1.0539639678,0.2389017711,0.3795124963,-0.7265138371,0.520647532807
1403638183945096960.0000000000,12.6507022556,-3.5319794178,1.0605465472,0.2395707917,0.3789131976,-0.7256681292,0.52195439521
1403638183995097088.0000000000,12.6965532347,-3.5883595914,1.0691318509,0.2391840089,0.3787637334,-0.7260819823,0.521664642365
1403638184045096960.0000000000,12.7423993142,-3.6430666936,1.0789529795,0.2393781679,0.3784326847,-0.7274314256,0.519932992742
1403638184095097088.0000000000,12.7885263925,-3.6969460528,1.0898979876,0.2376562707,0.3793226419,-0.7299667022,0.516509868188
1403638184145096960.0000000000,12.8347298765,-3.7498249835,1.1003217406,0.2349002194,0.3809018249,-0.7326716975,0.512764927041
1403638184195097088.0000000000,12.8827484774,-3.8019103782,1.1117233382,0.2338756216,0.3810140886,-0.7361706207,0.508117383184
1403638184245096960.0000000000,12.9306244884,-3.8534323508,1.1202410388,0.2322959564,0.3816932466,-0.7383344281,0.505184249938
1403638184295097088.0000000000,12.9793677691,-3.9046970409,1.1277945661,0.2318920633,0.3813790556,-0.7393856144,0.504068447839
1403638184345096960.0000000000,13.0289980482,-3.9557293506,1.1342369665,0.2314280357,0.3813800815,-0.7386095257,0.505416923158
1403638184395097088.0000000000,13.0799268477,-4.0063059563,1.1402464375,0.2332942616,0.3798616117,-0.7372279534,0.507714376541
1403638184445096960.0000000000,13.1315739991,-4.0565719780,1.1450260500,0.2339289742,0.3792315626,-0.7357721867,0.509999947234
1403638184495097088.0000000000,13.1839599298,-4.1063394353,1.1491613823,0.2340022495,0.3789383606,-0.7340019001,0.512727877898
1403638184545096960.0000000000,13.2368722022,-4.1551546592,1.1531507464,0.2349032783,0.3779932452,-0.7334106746,0.513858286627
1403638184595097088.0000000000,13.2905433115,-4.2032738565,1.1572869979,0.2352641796,0.3773604375,-0.7327139285,0.515150623605
1403638184645096960.0000000000,13.3443913716,-4.2503248701,1.1615933947,0.2365758107,0.3763649687,-0.7321459206,0.516084922373
1403638184695097088.0000000000,13.3984966417,-4.2966147824,1.1653312376,0.2357007302,0.3767377650,-0.7321991063,0.516137860474
1403638184745096960.0000000000,13.4532409663,-4.3420439342,1.1697182051,0.2371825542,0.3753997047,-0.7326618353,0.5157772124
1403638184795097088.0000000000,13.5080357510,-4.3867801005,1.1741608497,0.2375572764,0.3752172023,-0.7323903126,0.516123068218
1403638184845096960.0000000000,13.5628394408,-4.4307328721,1.1783812443,0.2369133837,0.3750178371,-0.7331117216,0.51553940119
1403638184895097088.0000000000,13.6178476771,-4.4740592345,1.1828162127,0.2356085230,0.3757557623,-0.7323909211,0.516623431213
1403638184945096960.0000000000,13.6732147734,-4.5167575747,1.1882826758,0.2362286243,0.3751497931,-0.7311153099,0.518583718734
1403638184995097088.0000000000,13.7284791816,-4.5583049335,1.1940098605,0.2368099494,0.3745205492,-0.7314581597,0.518289848135
1403638185045096960.0000000000,13.7838934289,-4.5989964559,1.2002675311,0.2376400875,0.3739544321,-0.7318268573,0.51779795525
1403638185095097088.0000000000,13.8392956504,-4.6392126409,1.2063801670,0.2358749261,0.3750890401,-0.7318689331,0.517724923072
1403638185145096960.0000000000,13.8951625684,-4.6784441524,1.2127438745,0.2351847323,0.3758606885,-0.7321073323,0.517141893899
1403638185195097088.0000000000,13.9516497243,-4.7173591305,1.2194485559,0.2342353267,0.3764338520,-0.7315743705,0.517909555087
1403638185245096960.0000000000,14.0083013496,-4.7556775698,1.2257289482,0.2312934200,0.3787371951,-0.7307291006,0.518745093871
1403638185295097088.0000000000,14.0653492168,-4.7928446593,1.2321803072,0.2305756816,0.3795548796,-0.7298288800,0.519733349245
1403638185345096960.0000000000,14.1232254875,-4.8291768101,1.2384579668,0.2288126663,0.3807354288,-0.7288131712,0.521072603897
1403638185395097088.0000000000,14.1820217897,-4.8642280302,1.2451425605,0.2290002316,0.3823280215,-0.7263096682,0.523314861055
1403638185445096960.0000000000,14.2413312952,-4.8976711677,1.2520088900,0.2301084588,0.3848572044,-0.7230274864,0.525515255053
1403638185495097088.0000000000,14.3015081520,-4.9293540093,1.2591440816,0.2321061638,0.3889071835,-0.7186234791,0.527691412266
1403638185545096960.0000000000,14.3619222518,-4.9592103965,1.2666053409,0.2347384322,0.3938622638,-0.7144280103,0.528548014502
1403638185595097088.0000000000,14.4229254627,-4.9871777224,1.2743055484,0.2389727238,0.3987993158,-0.7102434028,0.528588168409
1403638185645096960.0000000000,14.4844704499,-5.0135118410,1.2817447629,0.2419438089,0.4040956378,-0.7061396801,0.528712266847
1403638185695097088.0000000000,14.5465837737,-5.0377370868,1.2899819967,0.2478442650,0.4068177914,-0.7032349328,0.527762384197
1403638185745096960.0000000000,14.6086973805,-5.0601199302,1.2986680793,0.2545182882,0.4085038313,-0.7014561354,0.525646602609
1403638185795097088.0000000000,14.6705826175,-5.0807058647,1.3073749349,0.2620129639,0.4087742768,-0.7025360137,0.520284486463
1403638185845096960.0000000000,14.7316767295,-5.0993030646,1.3160834378,0.2719660330,0.4064128525,-0.7065394090,0.511532143377
1403638185895097088.0000000000,14.7920235153,-5.1173281108,1.3236161769,0.2798798540,0.4048360393,-0.7101135146,0.503501583854
1403638185945096960.0000000000,14.8513187028,-5.1351437060,1.3297429135,0.2868399168,0.4031239359,-0.7139248644,0.495505037825
1403638185995097088.0000000000,14.9093386809,-5.1537887392,1.3342887774,0.2904031108,0.4030134470,-0.7151408554,0.491751717498
1403638186045096960.0000000000,14.9662939973,-5.1732904697,1.3367286066,0.2892660181,0.4055455954,-0.7151064769,0.490388282424
1403638186095097088.0000000000,15.0224684984,-5.1934534130,1.3377693618,0.2866508640,0.4086713617,-0.7146625740,0.489975923573
1403638186145096960.0000000000,15.0779226350,-5.2142609498,1.3380237592,0.2837920140,0.4113179636,-0.7132861918,0.491428971663
1403638186195097088.0000000000,15.1326925175,-5.2352060916,1.3375589862,0.2804562207,0.4142760620,-0.7119694515,0.492766834265
1403638186245096960.0000000000,15.1873832838,-5.2562010635,1.3383729297,0.2790475258,0.4154275689,-0.7115753570,0.493166224167
1403638186295097088.0000000000,15.2417980171,-5.2772001042,1.3406252142,0.2771439723,0.4170895339,-0.7105355184,0.494334721036
1403638186345096960.0000000000,15.2970719212,-5.2986604571,1.3451466657,0.2751965345,0.4183759708,-0.7100078891,0.495093134504
1403638186395097088.0000000000,15.3528208229,-5.3200128304,1.3512624112,0.2742252578,0.4188255134,-0.7100293429,0.495221192485
1403638186445096960.0000000000,15.4080100791,-5.3408994978,1.3586553005,0.2740967854,0.4188216173,-0.7096608922,0.495823379159
1403638186495097088.0000000000,15.4636797379,-5.3618918415,1.3675569723,0.2739322815,0.4183334699,-0.7090146995,0.497248799892
1403638186545096960.0000000000,15.5191944574,-5.3826424860,1.3763427459,0.2717456004,0.4192989770,-0.7088646372,0.497848995847
1403638186595097088.0000000000,15.5750193795,-5.4030896844,1.3844148056,0.2702274351,0.4197672587,-0.7084901477,0.498812883194
1403638186645096960.0000000000,15.6310716771,-5.4232545056,1.3909158645,0.2680383632,0.4207847259,-0.7083537488,0.499330168213
1403638186695097088.0000000000,15.6877280008,-5.4431253704,1.3960775109,0.2652704262,0.4220989179,-0.7071412607,0.501413344359
1403638186745096960.0000000000,15.7448737134,-5.4621681838,1.3997881784,0.2628484636,0.4246730677,-0.7049835750,0.503549034093
1403638186795097088.0000000000,15.8024942077,-5.4803446101,1.4022684156,0.2610543733,0.4283161500,-0.7022403083,0.505227116528
1403638186845096960.0000000000,15.8607025911,-5.4973742737,1.4036338179,0.2603224997,0.4327460309,-0.6989835846,0.506344761252
1403638186895097088.0000000000,15.9195101078,-5.5128470921,1.4036655680,0.2600862998,0.4384294599,-0.6963063999,0.505264408796
1403638186945096960.0000000000,15.9790201051,-5.5264591505,1.4034346667,0.2630397137,0.4437379898,-0.6931325189,0.503462030994
1403638186995097088.0000000000,16.0394032705,-5.5381070080,1.4039090157,0.2673093720,0.4503127506,-0.6895864683,0.500234574075
1403638187045096960.0000000000,16.1008498700,-5.5474434200,1.4067054800,0.2770847960,0.4552106391,-0.6852623518,0.496409910366
1403638187095097088.0000000000,16.1629986690,-5.5555297343,1.4115491285,0.2876975743,0.4610974806,-0.6795673580,0.492754934093
1403638187145096960.0000000000,16.2254683895,-5.5620702275,1.4184121485,0.2996570990,0.4671656117,-0.6722905003,0.489885086045
1403638187195097088.0000000000,16.2870996298,-5.5670566488,1.4268653250,0.3117424212,0.4736710983,-0.6650476772,0.48596701588
1403638187245096960.0000000000,16.3481452433,-5.5712187410,1.4372498601,0.3241629282,0.4803476899,-0.6566866285,0.482646003561
1403638187295097088.0000000000,16.4089026265,-5.5751427759,1.4495420388,0.3349358871,0.4876411730,-0.6473384631,0.48060061595
1403638187345096960.0000000000,16.4684734452,-5.5783598587,1.4631220348,0.3442867888,0.4946459452,-0.6391264409,0.477817317092
1403638187395097088.0000000000,16.5268107406,-5.5811625400,1.4784546789,0.3530794724,0.5003171383,-0.6309217188,0.476398396326
1403638187445096960.0000000000,16.5839663637,-5.5835545969,1.4943669117,0.3596254083,0.5059337996,-0.6236916913,0.475088655235
1403638187495097088.0000000000,16.6396172609,-5.5854707052,1.5107816451,0.3645150323,0.5109064227,-0.6190100375,0.472154627089
1403638187545096960.0000000000,16.6911802345,-5.5852595826,1.5296077037,0.3669304155,0.5161651263,-0.6158766295,0.468648706126
1403638187595097088.0000000000,16.7425062750,-5.5861823559,1.5460729274,0.3675969374,0.5211738920,-0.6148563456,0.46389863142
1403638187645096960.0000000000,16.7925917474,-5.5868043107,1.5622414773,0.3671416929,0.5256159026,-0.6150409785,0.458976573529
1403638187695097088.0000000000,16.8418395161,-5.5874110128,1.5777088293,0.3660730136,0.5293535438,-0.6145152188,0.45623066565
1403638187745096960.0000000000,16.8905013223,-5.5876950185,1.5917430951,0.3644769134,0.5324690438,-0.6136371643,0.45506343249
1403638187795097088.0000000000,16.9383700637,-5.5875435220,1.6044728306,0.3628445365,0.5350132648,-0.6127285513,0.454607931298
1403638187845096960.0000000000,16.9857930393,-5.5869740566,1.6161525403,0.3616600694,0.5364052983,-0.6112092256,0.455954638842
1403638187895097088.0000000000,17.0325625993,-5.5858039357,1.6265203015,0.3585247575,0.5387483276,-0.6089867661,0.458634229497
1403638187945096960.0000000000,17.0791171806,-5.5833794091,1.6366714397,0.3578916963,0.5389089825,-0.6070136597,0.461546378134
1403638187995097088.0000000000,17.1251042722,-5.5800561009,1.6460899484,0.3567311406,0.5388041167,-0.6043059407,0.466098001693
1403638188045096960.0000000000,17.1700053725,-5.5751846918,1.6546019914,0.3557788985,0.5384905368,-0.6018500468,0.470346508727
1403638188095097088.0000000000,17.2141780074,-5.5690482881,1.6617295168,0.3542151878,0.5384371348,-0.5995175389,0.474547967133
1403638188145096960.0000000000,17.2573391807,-5.5612415935,1.6676102616,0.3524229450,0.5384270564,-0.5970789628,0.4789478938
1403638188195097088.0000000000,17.2996736633,-5.5513661238,1.6724901648,0.3534930273,0.5365663349,-0.5954103436,0.482312938552
1403638188245096960.0000000000,17.3408685789,-5.5393493096,1.6763681494,0.3575981120,0.5325309234,-0.5943300212,0.485083736897
1403638188295097088.0000000000,17.3812039850,-5.5251029683,1.6795515838,0.3657660419,0.5261527142,-0.5930477947,0.487517012138
1403638188345096960.0000000000,17.4197356360,-5.5091745057,1.6816566695,0.3743959674,0.5194306476,-0.5917555006,0.489739614014
1403638188395097088.0000000000,17.4560352708,-5.4919910094,1.6824375779,0.3815479145,0.5132922187,-0.5898287557,0.493005401732
1403638188445096960.0000000000,17.4893460929,-5.4734646130,1.6820021632,0.3876826872,0.5079392589,-0.5886573078,0.49515898183
1403638188495097088.0000000000,17.5191727455,-5.4538417035,1.6804317069,0.3931483514,0.5034037523,-0.5879503232,0.496319910332
1403638188545096960.0000000000,17.5456570659,-5.4333021843,1.6777260749,0.3974728322,0.4995051583,-0.5867505438,0.498230613107
1403638188595097088.0000000000,17.5679719781,-5.4114148817,1.6747059962,0.4002555979,0.4982851454,-0.5863393236,0.4977083161
1403638188645096960.0000000000,17.5856172227,-5.3883790590,1.6723269108,0.4006043997,0.4999707518,-0.5858601395,0.496299566016
1403638188695097088.0000000000,17.5984698082,-5.3641520304,1.6718865915,0.4010160048,0.5029140193,-0.5856732641,0.493204299217
1403638188745096960.0000000000,17.6065485559,-5.3387757527,1.6733440632,0.4008706178,0.5073014631,-0.5862046085,0.488172234317
1403638188795097088.0000000000,17.6096777763,-5.3128846385,1.6749919963,0.3985349226,0.5128966309,-0.5868913815,0.483389561046
1403638188845096960.0000000000,17.6109735724,-5.2864467422,1.6796947380,0.3975143934,0.5173634104,-0.5873631230,0.478875735778
1403638188895097088.0000000000,17.6103620743,-5.2594303950,1.6880054728,0.3969564639,0.5210886255,-0.5874139118,0.47522321732
1403638188945096960.0000000000,17.6075926080,-5.2321528539,1.6981836507,0.3963942045,0.5242984385,-0.5879041849,0.471541569106
1403638188995097088.0000000000,17.6022591212,-5.2042836174,1.7110266973,0.3956371431,0.5276435345,-0.5875696986,0.468855415612
1403638189045096960.0000000000,17.5935894219,-5.1754530850,1.7255032983,0.3970496145,0.5305221663,-0.5868129223,0.465347643064
1403638189095097088.0000000000,17.5826067881,-5.1460167839,1.7411389605,0.3998896434,0.5334637917,-0.5846610607,0.462251122242
1403638189145096960.0000000000,17.5692333533,-5.1162935124,1.7560322574,0.4029501738,0.5373460110,-0.5817556977,0.458749092644
1403638189195097088.0000000000,17.5534531557,-5.0860615380,1.7695813204,0.4072920196,0.5415591675,-0.5786370046,0.45387894388
1403638189245096960.0000000000,17.5350545159,-5.0557276680,1.7812476071,0.4110816740,0.5470900555,-0.5750882732,0.44830548346
1403638189295097088.0000000000,17.5146426564,-5.0252639054,1.7915073861,0.4145669863,0.5535743555,-0.5710843790,0.442212933784
1403638189345096960.0000000000,17.4919975769,-4.9950888670,1.7999393332,0.4160732560,0.5614177067,-0.5677978133,0.43508487376
1403638189395097088.0000000000,17.4677465006,-4.9654286698,1.8066072552,0.4143725306,0.5706026549,-0.5661220573,0.426865121919
1403638189445096960.0000000000,17.4422336158,-4.9360468556,1.8133170720,0.4121670776,0.5794753554,-0.5649581822,0.418507903108
1403638189495097088.0000000000,17.4157380945,-4.9067859701,1.8212256634,0.4099297994,0.5872543863,-0.5638985717,0.411227730331
1403638189545096960.0000000000,17.3890785590,-4.8779288540,1.8312396041,0.4089451538,0.5931166418,-0.5631126504,0.404821755126
1403638189595097088.0000000000,17.3627615552,-4.8495551649,1.8438973970,0.4086927747,0.5974188023,-0.5618602154,0.400467338112
1403638189645096960.0000000000,17.3372528838,-4.8211865829,1.8583825835,0.4084713882,0.6010549291,-0.5613137931,0.395993589469
1403638189695097088.0000000000,17.3126018474,-4.7931136860,1.8725962393,0.4076444167,0.6043093196,-0.5622086824,0.390586319848
1403638189745096960.0000000000,17.2886587930,-4.7654828201,1.8858399371,0.4066387236,0.6068296984,-0.5640234147,0.385071750732
1403638189795097088.0000000000,17.2659966224,-4.7386076960,1.8976831671,0.4054756207,0.6089182231,-0.5652648631,0.381161059331
1403638189845096960.0000000000,17.2442891174,-4.7123197032,1.9075436277,0.4031291421,0.6113215922,-0.5665890153,0.377822304003
1403638189895097088.0000000000,17.2244688706,-4.6864568093,1.9160384683,0.4000679089,0.6139300779,-0.5672698005,0.375819772109
1403638189945096960.0000000000,17.2065250041,-4.6609375412,1.9234563339,0.3981483727,0.6154325322,-0.5681012825,0.374141155764
1403638189995097088.0000000000,17.1909243285,-4.6358765662,1.9298989207,0.3981123225,0.6152822768,-0.5676059135,0.375177058898
1403638190045096960.0000000000,17.1773765081,-4.6112038443,1.9354700647,0.4002793904,0.6135448854,-0.5658496956,0.378355923997
1403638190095097088.0000000000,17.1657725290,-4.5867311351,1.9399573141,0.4037233929,0.6110277431,-0.5638378397,0.38175831328
1403638190145096960.0000000000,17.1558698650,-4.5627219099,1.9430502113,0.4072908347,0.6080434931,-0.5607790453,0.387200398736
1403638190195097088.0000000000,17.1469069524,-4.5389575760,1.9441830671,0.4106806822,0.6051059751,-0.5579837908,0.392227262524
1403638190245096960.0000000000,17.1385565388,-4.5154538721,1.9440449980,0.4136027288,0.6026480873,-0.5529489976,0.399994339519
1403638190295097088.0000000000,17.1301158639,-4.4919420638,1.9420162038,0.4145013967,0.6029213569,-0.5455095073,0.40877109361
1403638190345096960.0000000000,17.1212280703,-4.4679140147,1.9386415442,0.4151996414,0.6044303518,-0.5378392777,0.415935234146
1403638190395097088.0000000000,17.1115140719,-4.4429020047,1.9342164947,0.4161243445,0.6067931204,-0.5292710059,0.422510167173
1403638190445096960.0000000000,17.1004941045,-4.4168495356,1.9282861465,0.4155068884,0.6104726031,-0.5223151254,0.42645531566
1403638190495097088.0000000000,17.0878848082,-4.3892272292,1.9213736030,0.4158240502,0.6133273999,-0.5179835452,0.427332314191
1403638190545096960.0000000000,17.0752343826,-4.3601531566,1.9133776273,0.4174569213,0.6155691088,-0.5159774400,0.424937257163
1403638190595097088.0000000000,17.0608113710,-4.3293120683,1.9048661313,0.4182316851,0.6181026798,-0.5147978440,0.421917663256
1403638190645096960.0000000000,17.0456594416,-4.2970970466,1.8963827949,0.4198815378,0.6195933442,-0.5138567427,0.419231236882
1403638190695097088.0000000000,17.0294302025,-4.2635343795,1.8884183815,0.4218202383,0.6204689014,-0.5138259397,0.416015543713
1403638190745096960.0000000000,17.0124224182,-4.2287033920,1.8817252844,0.4236239927,0.6214609592,-0.5127155864,0.414067284979
1403638190795097088.0000000000,16.9928752790,-4.1927193817,1.8758874522,0.4275725705,0.6205323465,-0.5144153472,0.409265383891
1403638190845096960.0000000000,16.9728812788,-4.1558721012,1.8714691482,0.4306048831,0.6200408089,-0.5167048666,0.403912008568
1403638190895097088.0000000000,16.9523569039,-4.1185699315,1.8693752126,0.4333702414,0.6194832065,-0.5185056229,0.39947804678
1403638190945096960.0000000000,16.9315306244,-4.0806124705,1.8698506585,0.4338985840,0.6201623201,-0.5190500419,0.397136965749
1403638190995097088.0000000000,16.9087643830,-4.0426958273,1.8718930226,0.4366274934,0.6190606953,-0.5196974963,0.395012404664
1403638191045096960.0000000000,16.8854148327,-4.0048709079,1.8759046891,0.4397118858,0.6174393602,-0.5187006483,0.395438656941
1403638191095097088.0000000000,16.8608631046,-3.9671910927,1.8814601062,0.4415536653,0.6164688436,-0.5180169507,0.395796619903
1403638191145096960.0000000000,16.8354662489,-3.9299848633,1.8878146255,0.4406006324,0.6173747338,-0.5188392404,0.394367041537
1403638191195097088.0000000000,16.8090595956,-3.8931184729,1.8954849327,0.4378636923,0.6196023559,-0.5205778598,0.39162098952
1403638191245096960.0000000000,16.7823150341,-3.8563578296,1.9049748358,0.4337455886,0.6224747529,-0.5231737617,0.388174138067
1403638191295097088.0000000000,16.7544954358,-3.8197457414,1.9156613600,0.4301052208,0.6250003097,-0.5265582222,0.383562968178
1403638191345096960.0000000000,16.7268072091,-3.7832824548,1.9271144594,0.4263846917,0.6276122945,-0.5275267597,0.382118332778
1403638191395097088.0000000000,16.6994739906,-3.7469296486,1.9380329708,0.4234298274,0.6292008462,-0.5286775865,0.381200060304
1403638191445096960.0000000000,16.6724156743,-3.7104994694,1.9478151660,0.4218093528,0.6299611955,-0.5297297805,0.380279005016
1403638191495097088.0000000000,16.6522736562,-3.6701511392,1.9633523559,0.4214143442,0.6297788424,-0.5308720205,0.379425167812
1403638191545096960.0000000000,16.6283209923,-3.6328060574,1.9720478144,0.4207262857,0.6298032442,-0.5309294096,0.380067399397
1403638191595097088.0000000000,16.6049809899,-3.5954398625,1.9791842788,0.4199623594,0.6299628518,-0.5304667466,0.381291820993
1403638191645096960.0000000000,16.5821981572,-3.5578976275,1.9848102649,0.4192616846,0.6299890387,-0.5303237166,0.382217485882
1403638191695097088.0000000000,16.5599619347,-3.5203553281,1.9886244172,0.4169378211,0.6313507554,-0.5291831878,0.384088831726
1403638191745096960.0000000000,16.5385389766,-3.4824744727,1.9908870549,0.4146165400,0.6325637980,-0.5278522495,0.386430031151
1403638191795097088.0000000000,16.5179529720,-3.4438300879,1.9917950548,0.4127071203,0.6336719191,-0.5263030920,0.388764436705
1403638191845096960.0000000000,16.4976128372,-3.4043736357,1.9912011215,0.4107959874,0.6347060551,-0.5257623902,0.389831745054
1403638191895097088.0000000000,16.4778567792,-3.3638206736,1.9899142896,0.4108578657,0.6344040910,-0.5255355104,0.390563299265
1403638191945096960.0000000000,16.4585940515,-3.3225497383,1.9884403699,0.4109049113,0.6341940066,-0.5259759844,0.390261937437
1403638191995097088.0000000000,16.4393307830,-3.2806868499,1.9874384969,0.4112468491,0.6341089749,-0.5260869923,0.389890130067
1403638192045096960.0000000000,16.4209615284,-3.2378528078,1.9877636920,0.4109502409,0.6342565642,-0.5250962693,0.391295819404
1403638192095097088.0000000000,16.4023044843,-3.1940193214,1.9899298648,0.4106500671,0.6344086607,-0.5251863213,0.391243532234
1403638192145096960.0000000000,16.3848813366,-3.1488277028,1.9948090029,0.4122104373,0.6335456957,-0.5256055016,0.390437272225
1403638192195097088.0000000000,16.3680349072,-3.1028425904,2.0018843008,0.4140421156,0.6323729822,-0.5258172321,0.390115080721
1403638192245096960.0000000000,16.3516799848,-3.0560101388,2.0120278656,0.4166148859,0.6308127852,-0.5252298657,0.390692788469
1403638192295097088.0000000000,16.3364548604,-3.0082986213,2.0249080297,0.4212823548,0.6276773429,-0.5248814007,0.391205631363
1403638192345096960.0000000000,16.3219096215,-2.9601206194,2.0400033742,0.4251996412,0.6252665150,-0.5237597597,0.392329917895
1403638192395097088.0000000000,16.3074950679,-2.9116677615,2.0562702703,0.4275092974,0.6237198623,-0.5232429281,0.392970955935
1403638192445096960.0000000000,16.2925102402,-2.8629354469,2.0741184689,0.4289511172,0.6228624261,-0.5230295055,0.393043857181
1403638192495097088.0000000000,16.2754884196,-2.8142993748,2.0911330782,0.4309655344,0.6215839255,-0.5225759797,0.393467250475
1403638192545096960.0000000000,16.2592090008,-2.7656528814,2.1114638705,0.4324380023,0.6204387466,-0.5216519229,0.394882776656
1403638192595097088.0000000000,16.2428323892,-2.7168849240,2.1326172310,0.4348960534,0.6186701862,-0.5203026498,0.396733885707
1403638192645096960.0000000000,16.2265687149,-2.6679197399,2.1542842882,0.4389777373,0.6154317152,-0.5177060981,0.400652899725
1403638192695097088.0000000000,16.2091854694,-2.6188411340,2.1748432871,0.4435027912,0.6119914570,-0.5172595419,0.401515002185
1403638192745096960.0000000000,16.1907480975,-2.5702344255,2.1938215829,0.4471437140,0.6089771678,-0.5153959260,0.404445728824
1403638192795097088.0000000000,16.1706696080,-2.5218735116,2.2113768568,0.4519776589,0.6053640347,-0.5144511339,0.405697685737
1403638192845096960.0000000000,16.1491266711,-2.4738592037,2.2275434645,0.4561380465,0.6022866947,-0.5138104551,0.406432818789
1403638192895097088.0000000000,16.1256848911,-2.4261106630,2.2435148998,0.4634322833,0.5968991201,-0.5130896045,0.407039331047
